date,station,entries,exits,fare_collected
2025-03-04,Vadapalani,11112,10053,374099.6
2025-03-04,Ashok Nagar,9317,10066,419177.04
2025-03-04,Ekkattuthangal,5898,5560,263336.73
2025-03-04,St Thomas Mount,7716,8576,352634.21
2025-03-05,Washermanpet,6639,6384,150992.15
2025-03-05,Chennai Central,29178,28453,647235.71
2025-03-05,Government Estate,3843,4175,82555.38
2025-03-05,Thousand Lights,10209,9774,238539.39
2025-03-05,Teynampet,7761,7568,241336.98
2025-03-05,Saidapet,9604,9547,317587.95
2025-03-05,Guindy,17072,16998,553160.55
2025-03-05,Alandur,20190,18812,917758.22
2025-03-05,Airport,14933,13486,668329.19
2025-03-05,Egmore,20696,21303,450521.27
2025-03-05,Nehru Park,7640,8268,180595.35
2025-03-05,CMBT,20301,19957,625790.68
2025-03-05,Koyambedu,12312,12887,388087.39
2025-03-05,Arumbakkam,6549,6332,204836.03
2025-03-05,Vadapalani,10420,10812,354034.93
2025-03-05,Ashok Nagar,7292,6855,313823.19
2025-03-05,Ekkattuthangal,6351,6624,269689.58
2025-03-05,St Thomas Mount,8521,8925,361187.33
2025-03-06,Washermanpet,6013,6147,130553.91
2025-03-06,Chennai Central,28239,27559,610781.59
2025-03-06,Government Estate,4362,4483,91922.79
2025-03-06,Thousand Lights,10259,10483,221592.64
2025-03-06,Teynampet,8741,9686,275030.12
2025-03-06,Saidapet,10141,10323,329545.16
2025-03-06,Guindy,15577,15001,485573.25
2025-03-06,Alandur,17073,17051,737370.79
2025-03-06,Airport,13410,12891,598154.58
2025-03-06,Egmore,19031,17901,422540.89
2025-03-06,Nehru Park,6619,7008,152281.33
2025-03-06,CMBT,19975,21338,615071.74
2025-03-06,Koyambedu,11674,10980,385642.55
2025-03-06,Arumbakkam,7331,6948,253323.56
2025-03-06,Vadapalani,12903,13493,407394.05
2025-03-06,Ashok Nagar,8815,8689,400431.61
2025-03-06,Ekkattuthangal,5803,5994,259566.27
2025-03-06,St Thomas Mount,7382,7044,328582.65
2025-03-07,Washermanpet,6265,6164,144057.44
2025-03-07,Chennai Central,27180,27444,589494.46
2025-03-07,Government Estate,4527,4284,97945.51
2025-03-07,Thousand Lights,7848,7428,178716.79
2025-03-07,Teynampet,8862,9050,280472.92
2025-03-07,Saidapet,9582,10122,319902.32
2025-03-07,Guindy,15105,14737,479331.84
2025-03-07,Alandur,22258,20681,977455.4
2025-03-07,Airport,11752,10894,508208.6
2025-03-07,Egmore,19527,19462,423643.47
2025-03-07,Nehru Park,6314,6203,136168.74
2025-03-07,CMBT,19439,18397,628684.58
2025-03-07,Koyambedu,12321,12021,389570.79
2025-03-07,Arumbakkam,6616,6800,203642.83
2025-03-07,Vadapalani,11110,11723,368528.62
2025-03-07,Ashok Nagar,8427,8133,388162.22
2025-03-07,Ekkattuthangal,5562,5721,244337.1
2025-03-07,St Thomas Mount,7536,7585,323427.03
2025-03-08,Washermanpet,3211,3204,69962.16
2025-03-08,Chennai Central,17722,17983,391780.65
2025-03-08,Government Estate,2899,3051,60424.09
2025-03-08,Thousand Lights,5265,5187,113623.87
2025-03-08,Teynampet,5336,5665,164990.01
2025-03-08,Saidapet,6222,5748,206107.25
2025-03-08,Guindy,9554,9499,305125.81
2025-03-08,Alandur,12842,12400,567030.36
2025-03-08,Airport,9008,9183,387171.81
2025-03-08,Egmore,9568,9654,213807.04
2025-03-08,Nehru Park,4408,4522,96833.12
2025-03-08,CMBT,10034,9869,321206.29
2025-03-08,Koyambedu,8378,8004,246123.75
2025-03-08,Arumbakkam,4945,4681,161300.5
2025-03-08,Vadapalani,6582,6667,215071.21
2025-03-08,Ashok Nagar,5323,5324,230584.23
2025-03-08,Ekkattuthangal,3531,3041,145951.91
2025-03-08,St Thomas Mount,4433,4545,201363.54
2025-03-09,Washermanpet,3967,4203,83138.31
2025-03-09,Chennai Central,16099,15299,339347.26
2025-03-09,Government Estate,2955,2698,65171.19
2025-03-09,Thousand Lights,5707,5440,124436.37
2025-03-09,Teynampet,5243,5292,166836.36
2025-03-09,Saidapet,6623,6961,225683.71
2025-03-09,Guindy,8558,8949,266256.63
2025-03-09,Alandur,13295,13480,577310.42
2025-03-09,Airport,7659,7744,357173.76
2025-03-09,Egmore,10537,10742,233049.45
2025-03-09,Nehru Park,3238,3272,71581.65
2025-03-09,CMBT,11487,10966,374447.91
2025-03-09,Koyambedu,9052,9905,298000.29
2025-03-09,Arumbakkam,4484,4562,145705.11
2025-03-09,Vadapalani,6772,6922,219326.1
2025-03-09,Ashok Nagar,5246,5099,235453.7
2025-03-09,Ekkattuthangal,3612,3790,155576.58
2025-03-09,St Thomas Mount,5401,4948,235596.52
2025-03-10,Washermanpet,5056,5559,111521.7
2025-03-10,Chennai Central,25007,23053,520107.47
2025-03-10,Government Estate,4430,4663,98267.14
2025-03-10,Thousand Lights,9771,9193,216282.39
2025-03-10,Teynampet,7186,7119,225401.41
2025-03-10,Saidapet,9529,9563,309375.55
2025-03-10,Guindy,14727,13974,496239.65
2025-03-10,Alandur,21159,19117,930482.15
2025-03-10,Airport,13424,14638,545379.63
2025-03-10,Egmore,18042,18544,389583.89
2025-03-10,Nehru Park,6235,5637,134531.25
2025-03-10,CMBT,17399,18698,552928.09
2025-03-10,Koyambedu,12278,12400,383804.44
2025-03-10,Arumbakkam,7306,7624,232271.43
2025-03-10,Vadapalani,12261,12947,385214.06
2025-03-10,Ashok Nagar,7646,7387,311327.93
2025-03-10,Ekkattuthangal,5292,5071,236910.21
2025-03-10,St Thomas Mount,7704,7668,329716.67
2025-03-11,Washermanpet,6022,6543,129858.13
2025-03-11,Chennai Central,30932,33066,666053.52
2025-03-11,Government Estate,3658,3945,78209.62
2025-03-11,Thousand Lights,9278,9487,207698.22
2025-03-11,Teynampet,9476,9580,296184.02
2025-03-11,Saidapet,9602,8532,308890.7
2025-03-11,Guindy,15245,15571,475373.65
2025-03-11,Alandur,20560,21353,914288.66
2025-03-11,Airport,15752,15275,714451.62
2025-03-11,Egmore,18752,18132,400611.34
2025-03-11,Nehru Park,6249,6325,137610.68
2025-03-11,CMBT,18720,17480,599531.47
2025-03-11,Koyambedu,12607,13340,400890.93
2025-03-11,Arumbakkam,7344,7415,229849.65
2025-03-11,Vadapalani,9587,10641,309164.89
2025-03-11,Ashok Nagar,7749,8246,349239.48
2025-03-11,Ekkattuthangal,6447,6573,285351.57
2025-03-11,St Thomas Mount,7586,7988,340445.46
2025-03-12,Washermanpet,5159,5564,119133.51
2025-03-12,Chennai Central,26209,26692,582744.72
2025-03-12,Government Estate,4442,4210,98143.7
2025-03-12,Thousand Lights,8865,8698,201368.67
2025-03-12,Teynampet,7597,7215,246713.73
2025-03-12,Saidapet,10908,10830,354541.05
2025-03-12,Guindy,13774,14009,417449.58
2025-03-12,Alandur,20253,21432,827316.68
2025-03-12,Airport,13363,12287,613312.32
2025-03-12,Egmore,17261,16881,382694.02
2025-03-12,Nehru Park,5994,6083,133724.6
2025-03-12,CMBT,18567,17984,611277.64
2025-03-12,Koyambedu,11427,10933,385106.96
2025-03-12,Arumbakkam,6175,5966,195553.57
2025-03-12,Vadapalani,10214,10400,326278.43
2025-03-12,Ashok Nagar,7925,7508,353918.08
2025-03-12,Ekkattuthangal,5004,4616,228234.18
2025-03-12,St Thomas Mount,8628,9384,390797.45
2025-03-13,Washermanpet,5821,6063,125466.65
2025-03-13,Chennai Central,26381,27182,580838.75
2025-03-13,Government Estate,4338,4101,91613.67
2025-03-13,Thousand Lights,8482,9268,185229.75
2025-03-13,Teynampet,9101,9633,268270.86
2025-03-13,Saidapet,10210,9924,343915.48
2025-03-13,Guindy,12667,12721,425889.07
2025-03-13,Alandur,18252,19798,788600.49
2025-03-13,Airport,16604,15588,721823.67
2025-03-13,Egmore,17761,17586,376474.49
2025-03-13,Nehru Park,6727,6489,149134.89
2025-03-13,CMBT,20055,19735,650832.38
2025-03-13,Koyambedu,14015,13589,457844.99
2025-03-13,Arumbakkam,6861,7737,218125.21
2025-03-13,Vadapalani,11175,10686,351175.33
2025-03-13,Ashok Nagar,8240,8341,362316.04
2025-03-13,Ekkattuthangal,5577,5436,251212.62
2025-03-13,St Thomas Mount,6999,6569,298629.6
2025-03-14,Washermanpet,5854,6011,127570.39
2025-03-14,Chennai Central,23380,23485,498585.06
2025-03-14,Government Estate,4807,4866,108141.95
2025-03-14,Thousand Lights,8819,8157,198639.37
2025-03-14,Teynampet,8360,8231,255615.26
2025-03-14,Saidapet,8856,9261,295713.27
2025-03-14,Guindy,14764,14486,493162.13
2025-03-14,Alandur,15970,14934,714992.11
2025-03-14,Airport,14836,16262,655303.12
2025-03-14,Egmore,18012,19172,394162.09
2025-03-14,Nehru Park,6438,6355,143023.54
2025-03-14,CMBT,17379,16804,574461.04
2025-03-14,Koyambedu,12919,13174,402294.52
2025-03-14,Arumbakkam,7711,7356,243599.23
2025-03-14,Vadapalani,11371,11222,372543.95
2025-03-14,Ashok Nagar,8536,8681,370040.94
2025-03-14,Ekkattuthangal,6738,6537,297242.83
2025-03-14,St Thomas Mount,7220,6952,317838.67
2025-03-15,Washermanpet,3495,3284,77332.6
2025-03-15,Chennai Central,15502,15995,323786.68
2025-03-15,Government Estate,2828,2676,61998.7
2025-03-15,Thousand Lights,6104,6208,135789.07
2025-03-15,Teynampet,5575,5612,181206.8
2025-03-15,Saidapet,6264,6187,189994.45
2025-03-15,Guindy,8796,9096,290748.57
2025-03-15,Alandur,12284,12081,513396.11
2025-03-15,Airport,8528,8398,366865.68
2025-03-15,Egmore,10705,10755,239249.64
2025-03-15,Nehru Park,4320,4362,99482.8
2025-03-15,CMBT,12926,13495,417815.33
2025-03-15,Koyambedu,6987,7169,232008.29
2025-03-15,Arumbakkam,5061,5216,165319.78
2025-03-15,Vadapalani,6798,6815,215158.28
2025-03-15,Ashok Nagar,5734,5158,250925.08
2025-03-15,Ekkattuthangal,3423,3277,150693.65
2025-03-15,St Thomas Mount,4620,4452,205791.94
2025-03-16,Washermanpet,3639,3423,83043.13
2025-03-16,Chennai Central,17291,16947,379295.76
2025-03-16,Government Estate,2628,2523,55571.23
2025-03-16,Thousand Lights,6577,6577,137796.11
2025-03-16,Teynampet,5556,5338,181972.48
2025-03-16,Saidapet,6042,6110,188586.05
2025-03-16,Guindy,9336,9693,300900.32
2025-03-16,Alandur,13207,12656,548628.33
2025-03-16,Airport,9701,9428,436318.21
2025-03-16,Egmore,8869,8341,190976.17
2025-03-16,Nehru Park,3560,4021,79006.71
2025-03-16,CMBT,11298,11038,367725.17
2025-03-16,Koyambedu,7096,7029,223942.86
2025-03-16,Arumbakkam,3761,3816,122894.32
2025-03-16,Vadapalani,7671,7678,236598.56
2025-03-16,Ashok Nagar,5411,5632,239282.46
2025-03-16,Ekkattuthangal,3064,2948,125006.44
2025-03-16,St Thomas Mount,5081,4927,221545.24
2025-03-17,Washermanpet,5532,5639,117179.24
2025-03-17,Chennai Central,23983,24616,514525.23
2025-03-17,Government Estate,4557,4633,103032.14
2025-03-17,Thousand Lights,7663,7646,160571.14
2025-03-17,Teynampet,10058,10115,325296.21
2025-03-17,Saidapet,10831,11021,336428.69
2025-03-17,Guindy,14672,15063,471253.37
2025-03-17,Alandur,22445,21159,951907.24
2025-03-17,Airport,13237,12771,582686.58
2025-03-17,Egmore,15850,17338,350886.03
2025-03-17,Nehru Park,7130,6628,163275.74
2025-03-17,CMBT,18846,19134,578993.47
2025-03-17,Koyambedu,12446,11199,388543.5
2025-03-17,Arumbakkam,7636,7179,251820.6
2025-03-17,Vadapalani,11329,12520,341547.29
2025-03-17,Ashok Nagar,7064,7045,316366.6
2025-03-17,Ekkattuthangal,5432,5172,244897.67
2025-03-17,St Thomas Mount,8118,8838,345961.16
2025-03-18,Washermanpet,5789,5678,126085.75
2025-03-18,Chennai Central,26433,24508,572540.1
2025-03-18,Government Estate,4532,4402,104918.24
2025-03-18,Thousand Lights,8283,8329,182529.51
2025-03-18,Teynampet,8470,7772,273856.1
2025-03-18,Saidapet,9809,10221,307680.99
2025-03-18,Guindy,16126,16412,516796.53
2025-03-18,Alandur,21228,19958,917306.14
2025-03-18,Airport,13325,12834,566546.51
2025-03-18,Egmore,15815,15888,328650.53
2025-03-18,Nehru Park,6548,7080,141335.89
2025-03-18,CMBT,17471,19358,554692.43
2025-03-18,Koyambedu,11211,12279,341137.82
2025-03-18,Arumbakkam,8196,7944,263427.54
2025-03-18,Vadapalani,11194,10728,356788.61
2025-03-18,Ashok Nagar,8305,7846,383573.87
2025-03-18,Ekkattuthangal,5886,6233,263796.84
2025-03-18,St Thomas Mount,6939,6992,313041.79
2025-03-19,Washermanpet,5928,5503,124813.87
2025-03-19,Chennai Central,25198,23055,558372.6
2025-03-19,Government Estate,4242,4379,91910.45
2025-03-19,Thousand Lights,8790,8743,186382.71
2025-03-19,Teynampet,9510,9461,320194.75
2025-03-19,Saidapet,9420,9195,301930.36
2025-03-19,Guindy,16265,16302,517725.68
2025-03-19,Alandur,18825,20916,848199.6
2025-03-19,Airport,13840,13329,638342.37
2025-03-19,Egmore,17856,16731,402041.77
2025-03-19,Nehru Park,6199,5747,137088.08
2025-03-19,CMBT,16386,15620,509736.09
2025-03-19,Koyambedu,12125,11634,380093.39
2025-03-19,Arumbakkam,8110,7923,263654.15
2025-03-19,Vadapalani,11399,12084,370132.61
2025-03-19,Ashok Nagar,7833,7115,347535.25
2025-03-19,Ekkattuthangal,5313,4980,235408.97
2025-03-19,St Thomas Mount,7813,7470,331875.78
2025-03-20,Washermanpet,6289,5864,143239.34
2025-03-20,Chennai Central,24725,26618,546610.05
2025-03-20,Government Estate,4128,4217,94620.66
2025-03-20,Thousand Lights,9156,9057,202216.44
2025-03-20,Teynampet,9507,9790,320965.21
2025-03-20,Saidapet,11914,11797,385476.99
2025-03-20,Guindy,15800,14542,515034.74
2025-03-20,Alandur,14048,14757,622764.29
2025-03-20,Airport,12340,11761,531135.95
2025-03-20,Egmore,17412,18716,355959.38
2025-03-20,Nehru Park,6306,6485,143626.99
2025-03-20,CMBT,15630,14034,489621.3
2025-03-20,Koyambedu,13839,14476,452617.24
2025-03-20,Arumbakkam,6348,6216,200347.42
2025-03-20,Vadapalani,12047,11972,388899.22
2025-03-20,Ashok Nagar,7393,7452,324287.42
2025-03-20,Ekkattuthangal,5552,5728,239822.77
2025-03-20,St Thomas Mount,7981,8369,350142.96
2025-03-21,Washermanpet,5566,6064,121091.25
2025-03-21,Chennai Central,25750,27556,548400.68
2025-03-21,Government Estate,4749,4403,106354.13
2025-03-21,Thousand Lights,7461,7962,163231.92
2025-03-21,Teynampet,6967,7204,223856.67
2025-03-21,Saidapet,9529,9696,297128.38
2025-03-21,Guindy,13715,13723,435390.08
2025-03-21,Alandur,17384,16344,780850.46
2025-03-21,Airport,12285,12395,541025.99
2025-03-21,Egmore,15862,16652,350200.99
2025-03-21,Nehru Park,5510,5350,113634.83
2025-03-21,CMBT,13934,13603,429578.07
2025-03-21,Koyambedu,11858,11149,381288.69
2025-03-21,Arumbakkam,6925,6890,218091.17
2025-03-21,Vadapalani,12763,12603,402745.05
2025-03-21,Ashok Nagar,8467,8374,388941.38
2025-03-21,Ekkattuthangal,5731,5318,239005.35
2025-03-21,St Thomas Mount,7403,6920,335728.51
2025-03-22,Washermanpet,3718,4064,87231.15
2025-03-22,Chennai Central,16143,15299,345639.09
2025-03-22,Government Estate,2678,2722,60211.98
2025-03-22,Thousand Lights,6169,5773,139368.93
2025-03-22,Teynampet,5928,5683,194467.27
2025-03-22,Saidapet,6610,6531,203429.35
2025-03-22,Guindy,9682,9937,307083.85
2025-03-22,Alandur,12011,11701,503177.57
2025-03-22,Airport,7516,7433,335518.62
2025-03-22,Egmore,10389,9965,239798.59
2025-03-22,Nehru Park,3892,4086,84155.82
2025-03-22,CMBT,10553,10649,331636.81
2025-03-22,Koyambedu,8136,7845,266861.27
2025-03-22,Arumbakkam,3952,4010,124611.24
2025-03-22,Vadapalani,6513,6537,214326.29
2025-03-22,Ashok Nagar,4810,4740,211959.16
2025-03-22,Ekkattuthangal,3144,3045,134714.76
2025-03-22,St Thomas Mount,4199,4274,176418.84
2025-03-23,Washermanpet,3559,3516,79239.92
2025-03-23,Chennai Central,16465,16593,356250.9
2025-03-23,Government Estate,2702,2616,59299.06
2025-03-23,Thousand Lights,6129,5842,141585.86
2025-03-23,Teynampet,5684,5612,178657.12
2025-03-23,Saidapet,7071,7526,221844.15
2025-03-23,Guindy,9675,9397,309447.58
2025-03-23,Alandur,11403,12343,499294.4
2025-03-23,Airport,8106,7631,367119.67
2025-03-23,Egmore,8067,8028,181384.11
2025-03-23,Nehru Park,3728,3582,83935.44
2025-03-23,CMBT,12659,11946,397772.53
2025-03-23,Koyambedu,8440,7803,272775.61
2025-03-23,Arumbakkam,4507,4254,142666.39
2025-03-23,Vadapalani,7117,6604,219594.98
2025-03-23,Ashok Nagar,5974,6486,263072.08
2025-03-23,Ekkattuthangal,3461,3590,153870.61
2025-03-23,St Thomas Mount,4683,4494,208088.58
2025-03-24,Washermanpet,6260,6218,139147.28
2025-03-24,Chennai Central,27211,28364,571220.82
2025-03-24,Government Estate,4174,4249,91250.09
2025-03-24,Thousand Lights,9861,10348,210973.97
2025-03-24,Teynampet,9017,9099,298697.24
2025-03-24,Saidapet,10229,9475,341308.67
2025-03-24,Guindy,14489,13448,475616.95
2025-03-24,Alandur,19837,19485,861386.98
2025-03-24,Airport,13095,13472,552999.86
2025-03-24,Egmore,16839,16712,376055.19
2025-03-24,Nehru Park,6925,7199,152795.65
2025-03-24,CMBT,18895,19703,617338.22
2025-03-24,Koyambedu,13580,15097,424746.8
2025-03-24,Arumbakkam,7289,7820,227874.74
2025-03-24,Vadapalani,11582,11254,367922.71
2025-03-24,Ashok Nagar,8494,8138,382092.32
2025-03-24,Ekkattuthangal,5933,5569,255236.15
2025-03-24,St Thomas Mount,7454,7721,329779.43
2025-03-25,Washermanpet,6090,6282,135856.92
2025-03-25,Chennai Central,23509,24941,542386.67
2025-03-25,Government Estate,4467,4543,100946.16
2025-03-25,Thousand Lights,9127,9058,198641.8
2025-03-25,Teynampet,8905,9131,276337.23
2025-03-25,Saidapet,8838,7990,276038.27
2025-03-25,Guindy,15577,15797,487888.6
2025-03-25,Alandur,19690,19583,897094.03
2025-03-25,Airport,14464,14262,607904.87
2025-03-25,Egmore,15929,15698,339619.97
2025-03-25,Nehru Park,6584,6249,140476.7
2025-03-25,CMBT,21536,21658,676378.81
2025-03-25,Koyambedu,11342,10845,353626.24
2025-03-25,Arumbakkam,7237,7524,223031.95
2025-03-25,Vadapalani,13246,12755,417296.81
2025-03-25,Ashok Nagar,9580,10673,424164.73
2025-03-25,Ekkattuthangal,5609,6002,256903.46
2025-03-25,St Thomas Mount,8621,9338,407561.51
2025-03-26,Washermanpet,5467,5581,114291.46
2025-03-26,Chennai Central,23560,25762,499014.81
2025-03-26,Government Estate,3859,3556,83823.95
2025-03-26,Thousand Lights,8724,9060,194852.71
2025-03-26,Teynampet,8684,8891,277104.76
2025-03-26,Saidapet,10745,10698,346830.02
2025-03-26,Guindy,13996,13471,451434.71
2025-03-26,Alandur,19824,19020,861575.54
2025-03-26,Airport,12365,12208,541419.05
2025-03-26,Egmore,16468,16328,387119.14
2025-03-26,Nehru Park,6254,6517,132454.68
2025-03-26,CMBT,19708,21472,622789.68
2025-03-26,Koyambedu,9493,9167,311758.7
2025-03-26,Arumbakkam,6019,5891,190731.24
2025-03-26,Vadapalani,12000,11591,404269.25
2025-03-26,Ashok Nagar,6601,6730,278118.6
2025-03-26,Ekkattuthangal,5201,5034,225216.31
2025-03-26,St Thomas Mount,8631,8529,370109.49
2025-03-27,Washermanpet,6401,6794,136032.22
2025-03-27,Chennai Central,24400,23207,550542.5
2025-03-27,Government Estate,4549,4968,97051.3
2025-03-27,Thousand Lights,9568,10121,210768.98
2025-03-27,Teynampet,8341,8760,271675.32
2025-03-27,Saidapet,10890,11607,339682.03
2025-03-27,Guindy,15578,17151,505207.02
2025-03-27,Alandur,21903,20999,973953.48
2025-03-27,Airport,13959,13179,600957.75
2025-03-27,Egmore,16855,15622,388830.4
2025-03-27,Nehru Park,5633,5022,129361.12
2025-03-27,CMBT,20073,21135,652507.89
2025-03-27,Koyambedu,9355,9447,290552.41
2025-03-27,Arumbakkam,6926,7145,210733.02
2025-03-27,Vadapalani,12079,12952,368614.16
2025-03-27,Ashok Nagar,5998,6650,270287.95
2025-03-27,Ekkattuthangal,4957,5050,205306.21
2025-03-27,St Thomas Mount,6707,6989,292248.1
2025-03-28,Washermanpet,6007,5719,137464.36
2025-03-28,Chennai Central,27147,29676,612410.39
2025-03-28,Government Estate,4516,4485,99361.38
2025-03-28,Thousand Lights,9144,9592,202806.54
2025-03-28,Teynampet,8114,7936,247256.65
2025-03-28,Saidapet,8846,8694,268631.59
2025-03-28,Guindy,15506,14811,515771.74
2025-03-28,Alandur,22566,20426,1006739.25
2025-03-28,Airport,12858,11644,568184.11
2025-03-28,Egmore,19010,19871,406152.84
2025-03-28,Nehru Park,7247,7514,152656.65
2025-03-28,CMBT,16878,18411,560921.56
2025-03-28,Koyambedu,13875,14598,460212.13
2025-03-28,Arumbakkam,6163,5782,195950.17
2025-03-28,Vadapalani,10053,10438,310860.21
2025-03-28,Ashok Nagar,8475,8154,379405.32
2025-03-28,Ekkattuthangal,5580,5849,247546.88
2025-03-28,St Thomas Mount,8145,8271,365552.72
2025-03-29,Washermanpet,3648,4003,79123.31
2025-03-29,Chennai Central,17745,18220,383243.1
2025-03-29,Government Estate,2579,2436,58875.97
2025-03-29,Thousand Lights,6401,6492,143298.4
2025-03-29,Teynampet,5501,5582,176704.97
2025-03-29,Saidapet,6372,6211,206779.97
2025-03-29,Guindy,8776,8602,270901.39
2025-03-29,Alandur,11076,10870,488280.02
2025-03-29,Airport,8028,8000,357328.77
2025-03-29,Egmore,10825,10793,241108.38
2025-03-29,Nehru Park,3992,4269,88786.14
2025-03-29,CMBT,10283,10709,329886.2
2025-03-29,Koyambedu,7268,7608,207615.68
2025-03-29,Arumbakkam,4354,4201,131428.03
2025-03-29,Vadapalani,7096,6999,224945.09
2025-03-29,Ashok Nagar,4373,4353,191539.98
2025-03-29,Ekkattuthangal,3114,3274,134738.61
2025-03-29,St Thomas Mount,5039,4767,219975.26
2025-03-30,Washermanpet,4020,4186,90871.42
2025-03-30,Chennai Central,18697,18876,410679.77
2025-03-30,Government Estate,2780,2864,64267.14
2025-03-30,Thousand Lights,5644,5725,127960.61
2025-03-30,Teynampet,5345,5798,168141.91
2025-03-30,Saidapet,5643,5813,182042.61
2025-03-30,Guindy,9168,8682,289682.78
2025-03-30,Alandur,11164,11116,498069.69
2025-03-30,Airport,9018,8914,399571.58
2025-03-30,Egmore,9913,9603,215204.29
2025-03-30,Nehru Park,4687,4698,100054.25
2025-03-30,CMBT,11088,11441,351463.37
2025-03-30,Koyambedu,7385,6946,235566.92
2025-03-30,Arumbakkam,4032,4045,126642.37
2025-03-30,Vadapalani,6231,6003,201963.26
2025-03-30,Ashok Nagar,4981,5260,221018.86
2025-03-30,Ekkattuthangal,3611,3467,156716.38
2025-03-30,St Thomas Mount,4259,4445,184536.28
2025-03-31,Washermanpet,5996,5754,139094.29
2025-03-31,Chennai Central,23274,23803,533716.11
2025-03-31,Government Estate,3954,3672,91457.2
2025-03-31,Thousand Lights,9718,9113,212501.95
2025-03-31,Teynampet,8094,7788,260594.96
2025-03-31,Saidapet,9824,9066,322798.89
2025-03-31,Guindy,16430,18161,505025.72
2025-03-31,Alandur,20431,21882,908711.01
2025-03-31,Airport,14364,15122,633173.06
2025-03-31,Egmore,17036,16809,377324.67
2025-03-31,Nehru Park,6376,6174,139746.26
2025-03-31,CMBT,17707,17553,600896.14
2025-03-31,Koyambedu,11092,10414,355589.57
2025-03-31,Arumbakkam,6872,7060,210034.69
2025-03-31,Vadapalani,12702,13062,385456.87
2025-03-31,Ashok Nagar,7136,6557,313504.75
2025-03-31,Ekkattuthangal,5765,5581,251352.88
2025-03-31,St Thomas Mount,8482,8252,370788.14
2025-04-01,Washermanpet,4441,4161,98567.51
2025-04-01,Chennai Central,26314,28128,590297.41
2025-04-01,Government Estate,4413,4355,97138.52
2025-04-01,Thousand Lights,8010,8148,173781.79
2025-04-01,Teynampet,7514,7893,243123.69
2025-04-01,Saidapet,9874,9660,312304.56
2025-04-01,Guindy,13487,13716,413056.98
2025-04-01,Alandur,19585,19190,877992.01
2025-04-01,Airport,12356,11628,547319.76
2025-04-01,Egmore,15895,16008,362212.81
2025-04-01,Nehru Park,5142,5093,107894.94
2025-04-01,CMBT,15238,14382,462580.35
2025-04-01,Koyambedu,14651,14575,465130.02
2025-04-01,Arumbakkam,7583,7015,235966.05
2025-04-01,Vadapalani,10647,10821,345822.47
2025-04-01,Ashok Nagar,7818,8123,354826.22
2025-04-01,Ekkattuthangal,5360,5049,234036.31
2025-04-01,St Thomas Mount,7222,6820,318777.82
2025-04-02,Washermanpet,5405,5592,120124.46
2025-04-02,Chennai Central,25855,27400,557975.47
2025-04-02,Government Estate,4344,4883,94841.93
2025-04-02,Thousand Lights,8911,9058,197156.0
2025-04-02,Teynampet,8087,8326,262667.38
2025-04-02,Saidapet,9696,9594,331737.21
2025-04-02,Guindy,13471,14381,424569.58
2025-04-02,Alandur,17300,18205,737052.35
2025-04-02,Airport,12121,11854,547974.46
2025-04-02,Egmore,17821,17635,413171.44
2025-04-02,Nehru Park,5885,5682,124611.22
2025-04-02,CMBT,15610,16577,502461.67
2025-04-02,Koyambedu,12539,11940,390486.17
2025-04-02,Arumbakkam,7085,7013,223435.49
2025-04-02,Vadapalani,11951,12194,369246.9
2025-04-02,Ashok Nagar,7464,8058,322600.86
2025-04-02,Ekkattuthangal,4673,4695,202031.19
2025-04-02,St Thomas Mount,6075,5803,265939.09
2025-04-03,Washermanpet,6212,6286,137008.99
2025-04-03,Chennai Central,28473,29010,648920.3
2025-04-03,Government Estate,3786,3788,85235.24
2025-04-03,Thousand Lights,7852,7969,177736.38
2025-04-03,Teynampet,8445,9114,268570.15
2025-04-03,Saidapet,9640,9910,295591.05
2025-04-03,Guindy,11615,11470,375668.73
2025-04-03,Alandur,19228,18961,878844.11
2025-04-03,Airport,13220,12560,589162.11
2025-04-03,Egmore,16679,17721,364746.23
2025-04-03,Nehru Park,5585,5259,120582.49
2025-04-03,CMBT,16917,17222,561086.83
2025-04-03,Koyambedu,11263,10768,355513.73
2025-04-03,Arumbakkam,7033,7162,222968.35
2025-04-03,Vadapalani,11071,11122,356100.28
2025-04-03,Ashok Nagar,7626,8041,342673.76
2025-04-03,Ekkattuthangal,4525,4866,195005.56
2025-04-03,St Thomas Mount,7876,8605,346883.33
2025-04-04,Washermanpet,6026,5923,130236.16
2025-04-04,Chennai Central,19133,19173,410770.51
2025-04-04,Government Estate,3528,3687,78159.76
2025-04-04,Thousand Lights,9676,9534,211980.33
2025-04-04,Teynampet,8673,8903,282634.64
2025-04-04,Saidapet,9895,9829,318734.1
2025-04-04,Guindy,16316,17357,548856.16
2025-04-04,Alandur,21636,22818,928385.62
2025-04-04,Airport,12407,11806,552913.78
2025-04-04,Egmore,14701,15999,330302.44
2025-04-04,Nehru Park,5883,5747,134759.94
2025-04-04,CMBT,17859,17490,577176.78
2025-04-04,Koyambedu,12209,12282,370452.67
2025-04-04,Arumbakkam,7826,7989,253941.2
2025-04-04,Vadapalani,10611,11091,343174.7
2025-04-04,Ashok Nagar,7522,7128,302564.78
2025-04-04,Ekkattuthangal,5079,4693,228821.64
2025-04-04,St Thomas Mount,6656,6974,295141.08
2025-04-05,Washermanpet,3049,3086,64822.3
2025-04-05,Chennai Central,13963,13146,308415.05
2025-04-05,Government Estate,2287,2214,50776.94
